,Device_Type,Order_Date,Monthly_Demand,Lead_Time,Stock_Level
5150,Surgical,2032-03-01,3246,21,3324
5151,Therapeutic,2032-03-03,2973,17,3115
5152,Monitoring,2032-03-04,3058,22,3187
5153,Diagnostic,2032-03-04,3215,12,3293
5154,Diagnostic,2032-03-07,3245,17,3431
5155,Therapeutic,2032-03-07,3291,26,3531
5156,Surgical,2032-03-09,3390,22,3644
5157,Therapeutic,2032-03-09,3183,6,3304
5158,Surgical,2032-03-13,3156,15,3269
5159,Surgical,2032-03-13,3263,4,3492
5160,Monitoring,2032-03-16,3180,16,3380
5161,Monitoring,2032-03-16,3247,22,3336
5162,Therapeutic,2032-03-17,3056,24,3293
5163,Monitoring,2032-03-18,3159,26,3374
5164,Monitoring,2032-03-18,3071,3,3186
5165,Surgical,2032-03-18,3198,11,3353
5166,Surgical,2032-03-18,3220,17,3447
5167,Monitoring,2032-03-18,3366,27,3494
5168,Therapeutic,2032-03-18,3134,22,3197
5169,Surgical,2032-03-19,3321,15,3493
5170,Therapeutic,2032-03-20,3098,21,3321
5171,Diagnostic,2032-03-20,3340,29,3413
5172,Monitoring,2032-03-20,3150,28,3340
5173,Diagnostic,2032-03-21,3262,14,3415
5174,Therapeutic,2032-03-21,3304,25,3467
5175,Therapeutic,2032-03-24,3106,29,3269
5176,Diagnostic,2032-03-24,3187,26,3344
5177,Therapeutic,2032-03-28,3207,22,3400
5178,Surgical,2032-03-28,3273,15,3518
5179,Surgical,2032-03-30,3366,3,3459
5180,Surgical,2032-03-30,3228,4,3376
5181,Diagnostic,2032-03-31,3125,21,3333
5182,Therapeutic,2032-03-31,3102,13,3307
5183,Therapeutic,2032-04-01,3268,6,3368
5184,Monitoring,2032-04-02,3097,27,3305
5185,Surgical,2032-04-03,3248,17,3469
5186,Surgical,2032-04-03,3377,23,3488
5187,Therapeutic,2032-04-04,3369,9,3561
5188,Diagnostic,2032-04-07,3380,17,3594
5189,Monitoring,2032-04-09,3163,19,3326
5190,Therapeutic,2032-04-09,3163,23,3401
5191,Monitoring,2032-04-10,3341,21,3584
5192,Therapeutic,2032-04-15,3085,20,3154
5193,Surgical,2032-04-17,3327,20,3493
5194,Surgical,2032-04-18,3107,20,3222
5195,Therapeutic,2032-04-21,3394,5,3508
5196,Therapeutic,2032-04-25,3194,4,3258
5197,Surgical,2032-04-25,3354,17,3605
5198,Therapeutic,2032-04-25,3279,21,3409
5199,Diagnostic,2032-04-26,3163,24,3336
5200,Therapeutic,2032-04-26,3254,29,3383
5201,Monitoring,2032-04-26,3044,20,3199
5202,Surgical,2032-04-27,3438,20,3512
5203,Surgical,2032-04-28,3315,19,3431
5204,Therapeutic,2032-04-29,3314,22,3394
5205,Therapeutic,2032-04-30,3306,18,3410
5206,Diagnostic,2032-05-01,3355,7,3621
5207,Monitoring,2032-05-01,3271,7,3531
5208,Monitoring,2032-05-02,3359,15,3615
5209,Therapeutic,2032-05-02,3345,14,3580
5210,Monitoring,2032-05-04,3331,18,3548
5211,Therapeutic,2032-05-05,3283,28,3452
5212,Monitoring,2032-05-06,3494,6,3659
5213,Therapeutic,2032-05-06,3329,21,3493
5214,Therapeutic,2032-05-08,3338,22,3424
5215,Diagnostic,2032-05-09,3147,8,3373
5216,Surgical,2032-05-13,3152,26,3339
5217,Monitoring,2032-05-13,3171,14,3290
5218,Diagnostic,2032-05-13,3444,23,3674
5219,Surgical,2032-05-14,3240,29,3402
5220,Monitoring,2032-05-14,3182,5,3374
5221,Diagnostic,2032-05-14,3039,14,3217
5222,Monitoring,2032-05-15,3277,11,3436
5223,Monitoring,2032-05-16,3160,5,3318
5224,Monitoring,2032-05-16,3374,19,3620
5225,Surgical,2032-05-17,3144,18,3234
5226,Diagnostic,2032-05-18,3252,17,3420
5227,Monitoring,2032-05-21,3229,10,3322
5228,Monitoring,2032-05-22,3272,7,3432
5229,Surgical,2032-05-22,3438,25,3519
5230,Therapeutic,2032-05-22,3207,5,3431
5231,Monitoring,2032-05-24,3310,26,3521
5232,Therapeutic,2032-05-24,3110,23,3223
5233,Diagnostic,2032-05-27,3361,14,3507
5234,Monitoring,2032-05-28,3320,28,3504
5235,Monitoring,2032-05-29,3323,20,3573
5236,Therapeutic,2032-05-30,3327,26,3489
5237,Monitoring,2032-05-30,3043,29,3196
5238,Diagnostic,2032-05-31,3273,9,3436
5239,Monitoring,2032-05-31,3448,12,3563
5240,Therapeutic,2032-05-31,3249,8,3476
5241,Diagnostic,2032-06-01,3385,23,3627
5242,Therapeutic,2032-06-01,3266,23,3457
5243,Therapeutic,2032-06-02,3394,10,3661
5244,Surgical,2032-06-02,3189,25,3372
5245,Monitoring,2032-06-03,3312,7,3458
5246,Surgical,2032-06-03,3426,5,3546
5247,Surgical,2032-06-04,3348,6,3522
5248,Surgical,2032-06-05,3381,8,3578
5249,Diagnostic,2032-06-06,3237,17,3484
5250,Monitoring,2032-06-06,3240,17,3310
5251,Therapeutic,2032-06-07,3284,24,3524
5252,Therapeutic,2032-06-08,3296,26,3538
5253,Surgical,2032-06-09,3292,8,3494
5254,Diagnostic,2032-06-09,3149,3,3316
5255,Therapeutic,2032-06-10,3359,19,3599
5256,Therapeutic,2032-06-11,3320,19,3410
5257,Surgical,2032-06-14,3304,16,3427
5258,Diagnostic,2032-06-14,3110,24,3281
5259,Monitoring,2032-06-15,3290,24,3510
5260,Diagnostic,2032-06-15,3349,26,3595
5261,Diagnostic,2032-06-15,3049,23,3217
5262,Diagnostic,2032-06-16,3242,28,3483
5263,Therapeutic,2032-06-16,3461,11,3627
5264,Therapeutic,2032-06-17,3300,9,3369
5265,Surgical,2032-06-17,3228,29,3361
5266,Therapeutic,2032-06-19,3186,16,3302
5267,Diagnostic,2032-06-19,3289,4,3377
5268,Therapeutic,2032-06-19,3070,24,3197
5269,Monitoring,2032-06-21,3286,18,3375
5270,Monitoring,2032-06-21,3369,15,3532
5271,Monitoring,2032-06-21,3362,18,3552
5272,Surgical,2032-06-23,3111,7,3258
5273,Therapeutic,2032-06-23,3122,21,3321
5274,Diagnostic,2032-06-24,3276,13,3432
5275,Therapeutic,2032-06-24,3075,29,3180
5276,Surgical,2032-06-25,3173,12,3283
5277,Therapeutic,2032-06-25,3247,12,3335
5278,Surgical,2032-06-25,3253,23,3399
5279,Monitoring,2032-06-25,3295,23,3450
5280,Diagnostic,2032-06-27,3220,17,3445
5281,Diagnostic,2032-06-27,2917,15,3008
5282,Monitoring,2032-06-28,3148,27,3304
5283,Surgical,2032-06-29,3265,6,3519
5284,Monitoring,2032-06-30,3230,7,3475
5285,Surgical,2032-07-01,3339,7,3496
5286,Monitoring,2032-07-03,3026,21,3249
5287,Surgical,2032-07-04,3200,15,3268
5288,Surgical,2032-07-04,3289,13,3549
5289,Therapeutic,2032-07-05,3178,25,3306
5290,Therapeutic,2032-07-06,3210,25,3442
5291,Therapeutic,2032-07-07,3175,15,3389
5292,Monitoring,2032-07-08,3146,13,3262
5293,Surgical,2032-07-08,3126,6,3316
5294,Surgical,2032-07-08,3325,28,3507
5295,Diagnostic,2032-07-08,3180,10,3285
5296,Surgical,2032-07-09,3142,21,3343
5297,Monitoring,2032-07-13,3085,27,3241
5298,Monitoring,2032-07-13,3153,17,3265
5299,Diagnostic,2032-07-14,3130,10,3275
5300,Diagnostic,2032-07-14,3073,28,3212
5301,Monitoring,2032-07-15,3034,29,3139
5302,Therapeutic,2032-07-16,3158,22,3394
5303,Diagnostic,2032-07-16,3179,18,3277
5304,Diagnostic,2032-07-16,3258,6,3368
5305,Therapeutic,2032-07-17,3116,22,3213
5306,Diagnostic,2032-07-17,3093,7,3207
5307,Monitoring,2032-07-17,3125,28,3349
5308,Therapeutic,2032-07-21,2954,17,3033
5309,Surgical,2032-07-21,3157,29,3309
5310,Diagnostic,2032-07-21,3325,8,3521
5311,Surgical,2032-07-21,3043,25,3207
5312,Therapeutic,2032-07-22,3188,18,3314
5313,Diagnostic,2032-07-22,3182,13,3368
5314,Therapeutic,2032-07-23,2976,19,3154
5315,Monitoring,2032-07-24,3165,4,3256
5316,Monitoring,2032-07-25,3250,6,3324
5317,Surgical,2032-07-25,3061,19,3150
5318,Diagnostic,2032-07-27,3206,23,3369
5319,Surgical,2032-07-28,3050,17,3206
5320,Therapeutic,2032-07-28,3081,21,3227
5321,Therapeutic,2032-07-28,2978,10,3164
5322,Monitoring,2032-07-28,3093,24,3201
5323,Diagnostic,2032-07-29,3003,18,3064
5324,Diagnostic,2032-07-30,2932,3,3016
5325,Monitoring,2032-08-02,3161,15,3285
5326,Diagnostic,2032-08-02,3059,7,3154
5327,Monitoring,2032-08-02,3112,15,3326
5328,Monitoring,2032-08-02,3052,10,3161
5329,Therapeutic,2032-08-03,3021,9,3181
5330,Therapeutic,2032-08-04,3327,23,3472
5331,Diagnostic,2032-08-05,3103,16,3174
5332,Monitoring,2032-08-09,3232,21,3423
5333,Surgical,2032-08-10,3209,17,3401
5334,Monitoring,2032-08-11,2904,17,3089
5335,Monitoring,2032-08-13,3111,25,3290
5336,Surgical,2032-08-15,3135,27,3254
5337,Surgical,2032-08-16,3084,8,3223
5338,Monitoring,2032-08-19,2954,24,3125
5339,Diagnostic,2032-08-21,3193,8,3369
5340,Therapeutic,2032-08-22,2925,16,3045
5341,Monitoring,2032-08-22,3060,5,3216
5342,Therapeutic,2032-08-22,2917,6,3015
5343,Monitoring,2032-08-24,2933,22,3090
5344,Diagnostic,2032-08-25,3117,22,3206
5345,Diagnostic,2032-08-28,3100,7,3203
5346,Surgical,2032-08-28,3078,22,3160
5347,Diagnostic,2032-08-30,2970,3,3133
5348,Therapeutic,2032-08-31,3159,9,3409
5349,Therapeutic,2032-08-31,2952,14,3068
5350,Therapeutic,2032-08-31,3105,15,3225
5351,Therapeutic,2032-09-02,3062,21,3153
5352,Monitoring,2032-09-04,3141,28,3342
5353,Diagnostic,2032-09-04,2988,22,3184
5354,Diagnostic,2032-09-04,3077,29,3217
5355,Monitoring,2032-09-05,3143,3,3363
5356,Diagnostic,2032-09-06,3159,18,3374
5357,Therapeutic,2032-09-06,3152,24,3355
5358,Monitoring,2032-09-06,2820,8,2903
5359,Surgical,2032-09-07,3135,10,3224
5360,Therapeutic,2032-09-07,3123,26,3196
5361,Monitoring,2032-09-10,3113,7,3275
5362,Diagnostic,2032-09-11,3006,13,3224
5363,Therapeutic,2032-09-11,3016,3,3241
5364,Diagnostic,2032-09-11,3089,9,3264
5365,Diagnostic,2032-09-11,3118,16,3254
5366,Surgical,2032-09-13,3040,25,3170
5367,Therapeutic,2032-09-14,3015,14,3251
5368,Therapeutic,2032-09-16,2936,7,3119
5369,Surgical,2032-09-17,3082,23,3176
5370,Surgical,2032-09-17,3151,10,3222
5371,Therapeutic,2032-09-18,2893,29,2961
5372,Therapeutic,2032-09-18,2828,28,2941
5373,Surgical,2032-09-19,2950,5,3110
5374,Therapeutic,2032-09-20,2855,29,3030
5375,Surgical,2032-09-22,2985,15,3147
5376,Surgical,2032-09-22,3027,11,3169
5377,Monitoring,2032-09-22,2981,16,3124
5378,Monitoring,2032-09-24,3008,18,3083
5379,Monitoring,2032-09-25,3009,9,3072
5380,Diagnostic,2032-09-27,2946,15,3156
5381,Therapeutic,2032-09-29,3157,18,3355
5382,Monitoring,2032-09-30,3002,25,3219
5383,Monitoring,2032-10-01,3088,9,3217
5384,Monitoring,2032-10-03,2952,24,3034
5385,Monitoring,2032-10-04,2924,15,3138
5386,Monitoring,2032-10-06,2977,10,3155
5387,Surgical,2032-10-06,3026,16,3200
5388,Diagnostic,2032-10-07,3065,26,3129
5389,Therapeutic,2032-10-10,3045,16,3128
5390,Monitoring,2032-10-10,3146,27,3338
5391,Surgical,2032-10-11,3027,8,3121
5392,Surgical,2032-10-11,3160,8,3370
5393,Diagnostic,2032-10-11,2893,6,3079
5394,Diagnostic,2032-10-12,2908,24,3138
5395,Therapeutic,2032-10-13,3139,13,3256
5396,Therapeutic,2032-10-14,3181,10,3309
5397,Monitoring,2032-10-14,2966,29,3177
5398,Diagnostic,2032-10-15,3166,14,3326
5399,Therapeutic,2032-10-16,3128,27,3277
5400,Therapeutic,2032-10-17,3109,17,3324
5401,Therapeutic,2032-10-18,3159,20,3350
5402,Surgical,2032-10-18,3087,17,3272
5403,Monitoring,2032-10-20,3112,19,3257
5404,Surgical,2032-10-20,2941,21,3127
5405,Therapeutic,2032-10-22,3098,14,3264
5406,Therapeutic,2032-10-22,3117,17,3204
5407,Monitoring,2032-10-23,3085,8,3307
5408,Surgical,2032-10-23,2924,26,3101
5409,Diagnostic,2032-10-23,3025,12,3099
5410,Diagnostic,2032-10-25,3142,21,3228
5411,Surgical,2032-10-25,2965,8,3151
5412,Diagnostic,2032-10-26,3095,7,3196
5413,Monitoring,2032-10-27,3056,29,3258
5414,Monitoring,2032-10-27,2926,20,3030
5415,Diagnostic,2032-10-27,3113,27,3256
5416,Therapeutic,2032-10-29,3173,9,3380
5417,Diagnostic,2032-10-29,3167,24,3265
5418,Diagnostic,2032-10-31,3056,22,3182
5419,Diagnostic,2032-11-02,3045,28,3198
5420,Monitoring,2032-11-02,3039,9,3137
5421,Diagnostic,2032-11-02,3039,14,3248
5422,Therapeutic,2032-11-03,3227,21,3302
5423,Monitoring,2032-11-05,3065,25,3304
5424,Surgical,2032-11-06,3052,25,3278
5425,Diagnostic,2032-11-06,2947,14,3040
5426,Monitoring,2032-11-06,3252,17,3396
5427,Surgical,2032-11-07,3307,19,3419
5428,Surgical,2032-11-07,3264,17,3506
5429,Therapeutic,2032-11-08,2962,4,3131
5430,Therapeutic,2032-11-09,3338,9,3498
5431,Surgical,2032-11-12,3082,3,3230
5432,Monitoring,2032-11-12,2962,22,3091
5433,Surgical,2032-11-13,3000,20,3130
5434,Diagnostic,2032-11-13,3225,15,3303
5435,Monitoring,2032-11-14,3195,26,3357
5436,Surgical,2032-11-15,3038,26,3170
5437,Surgical,2032-11-15,3173,29,3236
5438,Surgical,2032-11-17,2985,14,3060
5439,Surgical,2032-11-17,3201,26,3367
5440,Diagnostic,2032-11-18,3222,16,3317
5441,Diagnostic,2032-11-18,3012,18,3128
5442,Monitoring,2032-11-21,2975,17,3085
5443,Therapeutic,2032-11-22,2969,4,3039
5444,Surgical,2032-11-22,3156,23,3246
5445,Monitoring,2032-11-23,3088,8,3209
5446,Monitoring,2032-11-24,3251,15,3463
5447,Therapeutic,2032-11-24,3225,17,3306
5448,Surgical,2032-11-25,3065,17,3193
5449,Surgical,2032-11-26,3326,15,3461
5450,Monitoring,2032-11-26,3006,10,3086
5451,Surgical,2032-11-27,3075,20,3206
5452,Therapeutic,2032-11-27,3301,27,3520
5453,Therapeutic,2032-11-28,3073,3,3286
5454,Monitoring,2032-11-30,3059,7,3268
5455,Therapeutic,2032-12-01,3110,20,3290
5456,Surgical,2032-12-01,3129,24,3269
5457,Diagnostic,2032-12-01,3221,20,3326
5458,Surgical,2032-12-03,3280,23,3516
5459,Surgical,2032-12-05,3024,5,3237
5460,Diagnostic,2032-12-05,3214,17,3410
5461,Surgical,2032-12-07,3248,23,3339
5462,Monitoring,2032-12-08,3224,20,3431
5463,Surgical,2032-12-11,3109,6,3296
5464,Monitoring,2032-12-14,3180,29,3314
5465,Monitoring,2032-12-15,3330,7,3459
5466,Monitoring,2032-12-16,3007,8,3201
5467,Monitoring,2032-12-16,3329,22,3465
5468,Surgical,2032-12-18,3277,19,3508
5469,Therapeutic,2032-12-18,3205,21,3325
5470,Monitoring,2032-12-18,3179,17,3300
5471,Surgical,2032-12-20,3218,26,3287
5472,Therapeutic,2032-12-20,3326,7,3532
5473,Therapeutic,2032-12-21,3287,11,3408
5474,Monitoring,2032-12-22,3310,18,3452
5475,Therapeutic,2032-12-23,3350,29,3606
5476,Surgical,2032-12-28,3450,10,3543
5477,Surgical,2032-12-28,3119,7,3227
5478,Surgical,2032-12-29,3160,18,3401
5479,Diagnostic,2033-01-01,3126,24,3329
5480,Monitoring,2033-01-02,3243,25,3309
5481,Surgical,2033-01-03,3113,25,3211
5482,Monitoring,2033-01-03,3433,4,3526
5483,Surgical,2033-01-06,3104,4,3331
5484,Therapeutic,2033-01-08,3363,8,3611
5485,Diagnostic,2033-01-09,3188,27,3321
5486,Therapeutic,2033-01-09,3187,28,3290
5487,Monitoring,2033-01-09,3278,5,3389
5488,Monitoring,2033-01-10,3376,12,3574
5489,Monitoring,2033-01-11,3323,25,3492
5490,Diagnostic,2033-01-11,3351,15,3496
5491,Therapeutic,2033-01-12,3413,19,3626
5492,Diagnostic,2033-01-13,3223,10,3437
5493,Monitoring,2033-01-13,3453,12,3553
5494,Monitoring,2033-01-13,3190,17,3317
5495,Therapeutic,2033-01-14,3448,24,3527
5496,Surgical,2033-01-14,3446,9,3549
5497,Diagnostic,2033-01-14,3236,16,3431
5498,Diagnostic,2033-01-14,3392,7,3549
5499,Surgical,2033-01-15,3200,10,3323
5500,Monitoring,2033-01-16,3435,27,3592
5501,Surgical,2033-01-16,3497,6,3670
5502,Monitoring,2033-01-17,3234,11,3341
5503,Diagnostic,2033-01-17,3553,13,3696
5504,Therapeutic,2033-01-19,3227,28,3311
5505,Therapeutic,2033-01-19,3522,23,3654
5506,Therapeutic,2033-01-19,3377,9,3516
5507,Diagnostic,2033-01-19,3287,15,3500
5508,Therapeutic,2033-01-19,3489,25,3726
5509,Monitoring,2033-01-21,3479,26,3600
5510,Diagnostic,2033-01-21,3400,28,3558
5511,Monitoring,2033-01-23,3225,28,3415
5512,Therapeutic,2033-01-28,3202,22,3365
5513,Monitoring,2033-01-29,3314,23,3382
5514,Diagnostic,2033-02-01,3399,16,3487
5515,Surgical,2033-02-01,3307,3,3557
5516,Monitoring,2033-02-01,3147,23,3259
5517,Surgical,2033-02-06,3319,29,3399
5518,Surgical,2033-02-08,3366,29,3446
5519,Monitoring,2033-02-09,3215,7,3376
5520,Therapeutic,2033-02-09,3300,29,3401
5521,Therapeutic,2033-02-10,3533,28,3739
5522,Diagnostic,2033-02-11,3296,27,3448
5523,Surgical,2033-02-12,3428,14,3513
5524,Diagnostic,2033-02-13,3555,14,3731
5525,Surgical,2033-02-15,3216,24,3313
5526,Surgical,2033-02-15,3532,27,3755
5527,Surgical,2033-02-17,3298,23,3454
5528,Therapeutic,2033-02-17,3211,28,3464
5529,Therapeutic,2033-02-22,3430,12,3668
5530,Therapeutic,2033-02-24,3352,15,3598
5531,Monitoring,2033-02-25,3331,28,3454
5532,Diagnostic,2033-02-28,3421,4,3588
5533,Monitoring,2033-03-01,3408,19,3584
5534,Diagnostic,2033-03-01,3231,13,3306
5535,Therapeutic,2033-03-02,3218,24,3467
5536,Therapeutic,2033-03-02,3507,25,3783
5537,Therapeutic,2033-03-02,3290,3,3453
5538,Therapeutic,2033-03-02,3343,14,3418
5539,Monitoring,2033-03-04,3439,5,3543
5540,Diagnostic,2033-03-06,3396,29,3598
5541,Monitoring,2033-03-06,3285,18,3395
5542,Monitoring,2033-03-06,3324,5,3417
5543,Monitoring,2033-03-06,3366,18,3540
5544,Therapeutic,2033-03-07,3575,6,3789
5545,Surgical,2033-03-09,3612,23,3820
5546,Diagnostic,2033-03-09,3322,13,3562
5547,Surgical,2033-03-09,3278,26,3363
5548,Surgical,2033-03-10,3413,20,3580
5549,Therapeutic,2033-03-14,3307,12,3555
5550,Surgical,2033-03-18,3325,15,3545
5551,Monitoring,2033-03-19,3444,6,3570
5552,Monitoring,2033-03-21,3429,10,3689
5553,Monitoring,2033-03-21,3250,7,3507
5554,Diagnostic,2033-03-22,3491,24,3700
5555,Monitoring,2033-03-22,3453,26,3659
5556,Monitoring,2033-03-22,3394,6,3557
5557,Surgical,2033-03-23,3382,4,3452
5558,Surgical,2033-03-23,3532,22,3809
5559,Diagnostic,2033-03-25,3467,10,3603
5560,Surgical,2033-03-26,3530,21,3719
5561,Diagnostic,2033-03-26,3472,17,3706
5562,Surgical,2033-03-26,3287,24,3441
5563,Therapeutic,2033-03-28,3469,18,3571
5564,Surgical,2033-03-28,3570,6,3680
5565,Monitoring,2033-03-29,3352,24,3454
5566,Surgical,2033-03-30,3300,21,3507
5567,Diagnostic,2033-03-31,3310,23,3447
5568,Therapeutic,2033-04-03,3510,29,3647
5569,Surgical,2033-04-05,3347,7,3554
5570,Monitoring,2033-04-06,3496,27,3689
5571,Monitoring,2033-04-09,3322,22,3502
5572,Monitoring,2033-04-09,3594,15,3856
5573,Monitoring,2033-04-10,3570,9,3671
5574,Monitoring,2033-04-11,3637,20,3790
5575,Therapeutic,2033-04-12,3230,11,3463
5576,Monitoring,2033-04-12,3597,5,3802
5577,Surgical,2033-04-13,3618,23,3781
5578,Therapeutic,2033-04-14,3523,11,3713
5579,Monitoring,2033-04-14,3374,19,3510
5580,Therapeutic,2033-04-17,3483,18,3585
5581,Diagnostic,2033-04-19,3379,22,3557
5582,Therapeutic,2033-04-19,3464,7,3635
5583,Therapeutic,2033-04-20,3507,20,3726
5584,Therapeutic,2033-04-20,3282,10,3422
5585,Diagnostic,2033-04-22,3557,18,3718
5586,Monitoring,2033-04-23,3361,16,3558
5587,Surgical,2033-04-23,3651,17,3881
5588,Monitoring,2033-04-24,3604,18,3891
5589,Monitoring,2033-04-26,3490,18,3642
5590,Therapeutic,2033-04-26,3349,19,3425
5591,Therapeutic,2033-04-27,3255,16,3473
5592,Surgical,2033-05-01,3517,17,3698
5593,Monitoring,2033-05-01,3477,22,3566
5594,Monitoring,2033-05-02,3425,25,3661
5595,Therapeutic,2033-05-02,3537,18,3620
5596,Diagnostic,2033-05-06,3291,22,3365
5597,Diagnostic,2033-05-07,3514,18,3732
5598,Surgical,2033-05-08,3564,28,3845
5599,Therapeutic,2033-05-08,3509,24,3586
5600,Therapeutic,2033-05-09,3500,23,3699
5601,Surgical,2033-05-10,3397,29,3481
5602,Surgical,2033-05-10,3586,26,3851
5603,Monitoring,2033-05-11,3387,26,3656
5604,Monitoring,2033-05-13,3408,15,3658
5605,Surgical,2033-05-13,3556,3,3670
5606,Therapeutic,2033-05-13,3340,15,3592
5607,Monitoring,2033-05-13,3558,7,3771
5608,Monitoring,2033-05-14,3426,17,3648
5609,Therapeutic,2033-05-15,3287,20,3463
5610,Diagnostic,2033-05-16,3564,28,3761
5611,Monitoring,2033-05-17,3409,22,3641
5612,Surgical,2033-05-17,3242,16,3459
5613,Surgical,2033-05-18,3498,11,3683
5614,Therapeutic,2033-05-18,3380,13,3499
5615,Diagnostic,2033-05-18,3643,11,3873
5616,Diagnostic,2033-05-21,3289,28,3373
5617,Surgical,2033-05-22,3338,22,3595
5618,Surgical,2033-05-22,3421,15,3675
5619,Diagnostic,2033-05-24,3399,12,3499
5620,Monitoring,2033-05-24,3409,11,3659
5621,Therapeutic,2033-05-24,3247,7,3446
5622,Surgical,2033-05-25,3352,8,3504
5623,Surgical,2033-05-26,3426,10,3559
5624,Therapeutic,2033-05-28,3406,13,3650
5625,Diagnostic,2033-05-31,3448,4,3577
5626,Monitoring,2033-05-31,3401,27,3573
5627,Diagnostic,2033-06-01,3179,10,3361
5628,Surgical,2033-06-01,3354,11,3466
5629,Therapeutic,2033-06-02,3451,20,3714
5630,Diagnostic,2033-06-03,3492,26,3702
5631,Therapeutic,2033-06-04,3447,15,3711
5632,Surgical,2033-06-07,3471,20,3619
5633,Monitoring,2033-06-08,3244,6,3466
5634,Surgical,2033-06-10,3346,24,3555
5635,Diagnostic,2033-06-11,3550,7,3691
5636,Surgical,2033-06-12,3536,23,3795
5637,Monitoring,2033-06-12,3302,27,3399
5638,Monitoring,2033-06-13,3554,24,3654
5639,Therapeutic,2033-06-14,3473,27,3708
5640,Therapeutic,2033-06-14,3263,28,3488
5641,Diagnostic,2033-06-15,3264,17,3437
5642,Diagnostic,2033-06-15,3445,24,3692
5643,Monitoring,2033-06-15,3199,15,3288
5644,Diagnostic,2033-06-16,3416,24,3519
5645,Surgical,2033-06-16,3299,8,3529
5646,Diagnostic,2033-06-16,3388,3,3472
5647,Monitoring,2033-06-17,3345,16,3551
5648,Diagnostic,2033-06-17,3283,5,3388
5649,Monitoring,2033-06-19,3477,5,3726
5650,Monitoring,2033-06-19,3473,8,3633
5651,Surgical,2033-06-19,3549,18,3727
5652,Diagnostic,2033-06-20,3361,22,3624
5653,Monitoring,2033-06-22,3486,23,3676
5654,Therapeutic,2033-06-22,3194,16,3354
5655,Diagnostic,2033-06-27,3359,25,3495
5656,Diagnostic,2033-06-27,3247,15,3504
5657,Diagnostic,2033-06-30,3446,11,3552
5658,Surgical,2033-07-01,3350,13,3419
5659,Therapeutic,2033-07-01,3223,14,3327
5660,Monitoring,2033-07-01,3380,29,3486
5661,Diagnostic,2033-07-01,3331,16,3406
5662,Diagnostic,2033-07-01,3391,17,3630
5663,Surgical,2033-07-05,3353,25,3483
5664,Diagnostic,2033-07-05,3343,25,3609
5665,Diagnostic,2033-07-05,3389,5,3543
5666,Surgical,2033-07-07,3205,12,3302
5667,Surgical,2033-07-07,3256,9,3364
5668,Surgical,2033-07-08,3226,3,3481
5669,Surgical,2033-07-09,3369,27,3443
5670,Therapeutic,2033-07-11,3139,4,3360
5671,Monitoring,2033-07-13,3343,18,3411
5672,Monitoring,2033-07-13,3356,20,3554
5673,Surgical,2033-07-13,3391,3,3527
5674,Diagnostic,2033-07-13,3321,15,3497
5675,Surgical,2033-07-15,3209,5,3357
5676,Therapeutic,2033-07-15,3330,13,3402
5677,Surgical,2033-07-15,3117,14,3181
5678,Surgical,2033-07-17,3268,9,3408
5679,Diagnostic,2033-07-18,3403,5,3579
5680,Surgical,2033-07-18,3323,7,3493
5681,Therapeutic,2033-07-20,3199,9,3321
5682,Monitoring,2033-07-22,3110,22,3262
5683,Diagnostic,2033-07-23,3259,13,3361
5684,Therapeutic,2033-07-23,3274,26,3531
5685,Surgical,2033-07-23,3452,19,3616
5686,Monitoring,2033-07-25,3311,28,3558
5687,Therapeutic,2033-07-25,3424,12,3676
5688,Surgical,2033-07-25,3221,28,3351
5689,Therapeutic,2033-07-29,3452,15,3677
5690,Diagnostic,2033-07-29,3345,15,3596
5691,Diagnostic,2033-08-01,3333,17,3549
5692,Diagnostic,2033-08-01,3361,10,3550
5693,Monitoring,2033-08-01,3367,14,3518
5694,Therapeutic,2033-08-01,3370,29,3475
5695,Monitoring,2033-08-02,3187,20,3434
5696,Monitoring,2033-08-02,3208,7,3446
5697,Therapeutic,2033-08-02,3361,27,3496
5698,Surgical,2033-08-04,3228,17,3418
5699,Diagnostic,2033-08-05,3355,28,3445
5700,Surgical,2033-08-05,3163,21,3298
5701,Therapeutic,2033-08-06,3308,24,3448
5702,Diagnostic,2033-08-07,3076,6,3265
5703,Therapeutic,2033-08-08,3067,5,3144
5704,Surgical,2033-08-08,3157,9,3245
5705,Diagnostic,2033-08-10,3131,18,3193
5706,Diagnostic,2033-08-10,3313,21,3551
5707,Surgical,2033-08-11,3128,24,3376
5708,Therapeutic,2033-08-12,3137,12,3338
5709,Therapeutic,2033-08-13,3267,17,3407
5710,Surgical,2033-08-14,3298,14,3383
5711,Therapeutic,2033-08-15,3404,18,3594
5712,Monitoring,2033-08-17,3283,14,3537
5713,Diagnostic,2033-08-20,3271,8,3450
5714,Monitoring,2033-08-22,3310,26,3475
5715,Therapeutic,2033-08-25,3236,13,3387
5716,Therapeutic,2033-08-25,3375,12,3549
5717,Diagnostic,2033-08-27,3222,11,3322
5718,Surgical,2033-08-27,3390,11,3482
5719,Monitoring,2033-08-28,3164,18,3395
5720,Diagnostic,2033-08-28,3260,5,3457
5721,Monitoring,2033-08-30,3322,14,3417
5722,Monitoring,2033-08-30,3204,8,3272
5723,Surgical,2033-08-30,3148,25,3263
5724,Surgical,2033-09-01,3159,5,3241
5725,Diagnostic,2033-09-02,3220,7,3439
